message;text
support;Yes. The system is rigged. http://t.co/EXglz57IDp
attack;"Honored to receive World Boxing Council green belt &amp; join these mental health champions in the fight against stigma! http://t.co/YCimbHA0xC"
information;ICYMI: Earlier today, I spoke on the Senate floor about remediating the effects of our recent #COwildfires. VIDEO: http://t.co/rJDL4Ehm
policy;.@meridianstar: http://t.co/gyjLbggc0t @GreggHarper discusses #KidsFirst Act to boost funding for pediatric medical research cc: @GOPleader
policy;He has refused to pass other Laws for the accommodation of large districts of people, unless those people would...
attack;@chrisbob Performs financial assmt of borrowers for loan approval and suitability to protect seniors from loans not fit for them (1/4)
policy;Check out our photos from this week's Congress in Your Community Town Hall Series!  http://t.co/h3vDevmshX
personal;Great to have @JuddPDeere, Kyra, Kellie, Madeline and Taylor as part of my staff. #idpol http://t.co/UsrhVoHAeU
support;@spoonboy42 Not closing door on foreigners. I support robust skill based immigration. Let them become part of Am family before providing aid
media;@BillHemmer @lee_saywhat thanks for having me on, Bill. Talk soon
media;Getting ready to speak on the @EdShow about #Obamacare tonight. Tune in to MSNBC around 5:20pm ET.
mobilization;Read my latest op-ed on efforts to halt the IRSâ€™s efforts to stifle free speech here: http://t.co/m7DgwHRC7N #idpol
personal;Proud of the #SouthValley and #ValleDeOro Thanks to @SecretaryJewell @MartinHeinrich @SenatorTomUdall http://t.co/LBi3aqKmGE
personal;I was honored to be sworn in to the 113th Congress yesterday. I'm looking forward to serving the people of #OK2 http://t.co/hgHLWV9T
support;This is what a really shameful #earmark looks like http://t.co/41YkxHSac7
support;Essay competition for #ar2 high school students: 1 winner will attend President's State of the Union address Jan 28: http://t.co/wKbi7grqcB
policy;"@chuckgrassley &amp; I introed bill 2 stop pay-for-delay deals betwn drug companies. It will get life-saving drugs to people quicker and save $."
support;Lots of mail and flags going out to #TN08 constituents today. Want a flag flown over the uscapitol forâ€_ http://t.co/HQS5XC49tS
policy;Small, nonfarm businesses in 43 Colorado counties are eligible to apply for low-interest federal disaster loans... http://t.co/1wWJpJE6
support;.@noprisoners1 ....funding in a clean CR. Thanks for reaching out.
support;Reminder that all Congressional Art Competition submissions are due April 19th! Visit our website for more info: http://t.co/4VRGUzDUv7
policy;In CT, women earn 78 cents for every dollar paid to men. Thatâ€™s not fair. RT if you support #EqualPay for equal work.
support;#TN04 I'll be on @supertalk997 in 15 minutes to discuss #ObamaCare, tune in
support;Proud to support @NOH8campaign #NOH8onTheHill! Hope we hear good news from the Supreme Court for #equality this week. http://t.co/Mvjm52pxbD
policy;Yesterday I asked New Jerseyans to tell me their stories about the urgent need to restore unemployment insurance benefits #RenewUI
personal;One billion reasons to invest in Brain Research. CF http://t.co/0yutwh8hvq
media;Do you have satellite radio? I'll be on POTUS XM's @MorningBriefing with Tim Farley talking #yourtime this am at 7:20 eastern. Channel 124
policy;That was a pressure int. notice how forced manning to throw off back foot not set and ball sailed. Guy was open
policy;As our weak economy continues to struggle, more energy jobs and tax revenue is good for the economy http://t.co/y6bakUiqWR
information;Secretary Shinseki should resign. 1,700 AZ vets are stuck on secret lists, waiting for care. Unconscionable. LISTEN: https://t.co/zmdtY0I7y2
policy;"""IRS taxing of tanning beds and other #Obamacare absurdities"" - @WashingtonPost column: http://t.co/gBxx0uLlXF #TrainWreck"
personal;RT @NYGovCuomo: During November we honor NYâ€™s military families who have made their own sacrifices in the service of our country http://t.câ€_
personal;"Taking photos of @BillClinton &amp; his fans at Stomping Grounds Cafe in Ames. @TeamBraley @iowademocrats #IAGOTV #3days http://t.co/PL1qffkeS3"
information;A #FollowFriday for New Commandant @uscoastguard, wedding dress @riovideo and #conservation opportunities @USDA_NRCS. #FF
support;Introduced bipartisan bill to help bring Meriam Ibrahim and her children to the United States. Read more here: http://t.co/mZKDlSm2Lu
support;"RT this to show your support for keeping children in families first &amp; ask others to #SupportCHIFF http://t.co/NtbfwIyBkn"
personal;"(1/2) Was saddened to learn of the recent passing of Ronald Danner, a long-time constituent &amp; decorated WWII veteran. http://t.co/I9PCsstPa3"
media;At @UMMC 2 announce program for patients who are #domesticviolence victims w/ @ltgovbrown @SenatorBarb @SenatorCardin http://t.co/0HZAnDxPRh
personal;Was a pleasure to work with fellow RPCVs @RepMikeHonda @RepGaramendi @RepSamFarr and Rep Petri on this bill @PeaceCorps @pcorpsconnect
policy;Broken promises. Red tape excuses. Yup, those are exactly what the federal govt is giving US vets: http://t.co/CyFozSRAXw
attack;.@WNYT: The American on Dream on hold for some during shutdown http://t.co/vQtkrljmDW
policy;"Glad DEC addressing particulate matter for Interior air quality.Open Houses set for Fbx, N. Pole in Oct &amp; Nov. Go to http://t.co/PqwZoSTkBh"
personal;As Older Americans Month comes to a close, learn more about Senior Scams, Fraud and Abuse. - http://t.co/mucdIrWNXn #OAM2014chat
information;Speaking on the Senate floor on my amendment w/ my colleagues to strengthen gender-based pay anti-discrimination laws http://t.co/VDZeQWHZ8l
policy;If Congress doesn't act by July 1, student loan interest rates will double. I want to hear your thoughts on the issue http://t.co/mjcqE7E8DX
policy;National Drug Facts Week is just around the corner,see what you can do to help our youth get the facts about drug abuse http://t.co/FLIJ1Pke
support;"Proud that POTUS &amp; House Dems are addressing the $11,607 yearly gap b/w full-time working men &amp; women. #NoMadMenPay http://t.co/0iCPgqWwgK"
policy;"4yrs of #ACA: 3m young adults covered, 100m w/out lifetime limits, 129m w/ pre-existing conditions can #GetCovered, &amp; 5m covered thru market"
information;LIVE @Caracol1260 w @MarioDB + @YolyCuello 2 address impt #SoFl issues - economy and jobs
policy;Chris Foley of Houston-based Abbot Benefits expects 3/4th of his clients to see â€œa noticeable increaseâ€ù in premiums http://t.co/SLHNfXifOk
personal;@iCareeGuns A lot of my constituents are having trouble finding ammo too.  Looking into it. @cattypatriot Thanks for being protective.
policy;Because of ObamaCare, small businesses in #TX have experienced a 19.7% premium increase resulting in 29,885 lost jobs.http://t.co/0p4uhz5jUG
information;Another side effect of Obamacare. http://t.co/Jfkaid4bSp
support;@wdharrisjr LOL, I'm happy to hear that. Your career is worthy of much more than 140 charters.
media;"Meeting w/local #Braceros &amp; staff &amp; students from University of the Pacific at the #Smithsonian Braceros Exhibit http://t.co/zuSJWvh1s0"
support;Help raise awareness that heart disease is the No. 1 killer of women, but it doesnâ€™t have to be. #GoRed today http://t.co/BmJhA3VWQ9
constituency;Thinking about those in Oklahoma this morning.
support;Just at #SocialSecurity press conf to intro bill to expand benefits, lift cap. Time to strengthen program is now http://t.co/P0kQAUxGZj
policy;Why does keeping troops out of #Syria matter? If u thought #Iraq was complicated this is 1000x worse
policy;Check out the #REBUILDact! MT @wbkotv: Congressman Guthrie Shares His New Bill With Manufacturers: http://t.co/kivi5OwJRK
policy;"RT @RepKevinBrady: What kind of govt swoops in upon your death &amp; takes nearly half of the nest egg you spent your entire life building? httâ€_"
support;.@AmericanLegion, @IAVA, @AMVETSNational, and @ConcernedVets release letters of support for #VeteransChoiceAct: http://t.co/Suriimso7s
policy;Statement on #Syria http://t.co/OWnT6Yl1bI
information;Check out the new @Voices4Service report celebrating 20 years of #gettingthingsdone with @AmeriCorps. #AmeriCorps20 http://t.co/jnJ9Jz5zBe
support;Just finished my first telephone town hall meeting, one day after confronting the Ryan budget:  http://t.co/bHLiRcR4Ck
personal;"On National Love Your Pet Day #TBT to me &amp; the love of my life JJ in Holton, KS. And no we didn't eat him! #JJtheLamb http://t.co/MliyCsqpiP"
support;On Obamacare, we win, they lose. If enough Americans rise up, we will #DefundObamacare: https://t.co/LS4orn0Njz Are you with us?
support;*BREAKING* @DeptVetAffairs Whistle-blowers told not to speak to members of Congressâ€_â€ùimproper avenue of redressâ€ù
personal;"This Election Day, we are reminded our democracy is strongest when every citizen participates. Please exercise your civic duty &amp; go vote!"
policy;RT @cirelafaro: About to meet with congressman John Garamendi to advocate for clean air @Earthjustice @LCLAA @LCLAASacramento @CFLCLAA #rigâ€_
constituency;Crucial Senate voted scheduled for 11:00am to advance the Safe Communities, Safe Schools Act of 2013. #gunsense
personal;I spent Mother's Day in Afghanistan visiting with our troops. Here are some photos from the trip: http://t.co/oDPpv2DGNL
support;Delaney Calls Upon Federal Trade Commission to Protect Affordable Jewish Funerals http://t.co/35aHsgOAww
policy;Kudos to @panerabread CEO Ron Shaich for taking the #SNAPChallenge. Cutting $40B will make more people hungry. http://t.co/D5z5gZPLGw
policy;â€œObamacare wasn't competently run,â€ù  via @TheAtlantic. In @HouseCommerce hearings, we will look for #ObamcareAnswers. http://t.co/IcfqSryEZB
support;"Thank you @EdDavis3 for a riveting &amp; informative discussion about public safety and what it means to be #BostonStrong http://t.co/v34O2bCifp"
support;Thanks to @UNDEERC for the tour last week http://t.co/FVUHHpCFmL
personal;"July 10:42 But one thing is needful; and Mary hath chosen that good part, which shall not be taken away from her."
information;House Dems have a 100-day action plan to put the #MiddleClassFirst.
information;First public #Benghazi Select Committee hearing scheduled for Sept. 17 at 10am - witness list: http://t.co/1bzq0w7FAg #tcot
policy;@banksisme @IrishDaveE that bill introduced by @EleanorNorton I signed on last July. I'm a big Skins fan but DS needs to rethink this.
constituency;Stopped by the Willow Grove Fire Company to support their annual pork BBQ. Plenty left, come on down #SouthJersey http://t.co/I4YcWMj24F
personal;Stop the Feds from locking away our North Carolina beaches.  Our #OBX beaches belong to you! http://t.co/ASQZuomyKH
support;That last retweet demonstrates my point...
information;"""For Many, Few Health-Plan Choices, High Premiums on Online Exchanges"" @WSJ: http://t.co/IQvlI0p7i7"
policy;Ocare's Medical Device Tax will cost our nation 33,000 jobs - unacceptable: http://t.co/HIBQcgZM0d #LASEN
mobilization;"Join Deborah and me at Comerica Park on May 18 as we work to help end #breastcancer. Follow @KomenDetroit &amp; register to run or walk!"
support;"""We cannot balance the budget on the backs of our seniors."" -- Rep. Garcia http://t.co/EuMJixRaUA http://t.co/sLGOBM4HCk"
information;PHOTO: My #EdenPrairie office delivered local student valentines to #veterans at @VAMinneapolis. #HappyVDay #MN03 http://t.co/YYWCQFhR
support;"@MichaelLambe What's the concern? I am waiting for details but want to see secure border &amp; worker program w-out citizenship?"
policy;Munhall rally shows united front against foreign dumping http://t.co/rwD7ThpDEb via @TribLIVE
personal;It was great visiting with members of the Petroleum Marketers Association of America (PMAA) today in Washington. http://t.co/LJRpiD0xbw
attack;When Democrats don't vote, Republicans win. http://t.co/xNufiP3h2E
constituency;It was a privilege to meet with the Kern County Honor Flight. These men and women are a true embodiment of service. https://t.co/GzjLc3Cl0g
personal;Students are telling Congress: #DontDoubleMyRate. I've answered the call. Only 23 Members needed to force a vote. http://t.co/Fk94JgCRBh
media;Joining @GarrisonRadio on @93wibc at 9:05 a.m. Tune in: http://t.co/gklgWDiKdp
personal;"Please Direct Message me your number now RT @itds desperately need ur help.  my mom is in intensive care in Newton &amp; needs 2 be transported"
